News;Timestamp;Ueberschrift;Link;Old;Year
 Unbekannte haben am Sonntagmorgen einen  Mülleimer und einen Werbeständer in einem Bürogebäude in der  Stiftstraße entzündet und dadurch einen Sachschaden in Höhe von rund  15000 Euro verursacht.    Die Unbekannten hatten Brandbeschleuniger durch einen  Briefkastenschlitz in das Bürogebäude geworfen und so die Gegenstände im Inneren entzündet. Durch Rußentwicklung wurde der Gebäudeinnenraum beschädigt, durch die Hitzeeinwirkung ging eine Schaufensterscheibe  zu Bruch. Ein Zeuge hat dann gegen 00.10 Uhr den Brand entdeckt und  die Rettungskräfte gerufen.    Die Ermittlungen dauern an, Zeugen werden gebeten sich mit der  Polizei in Verbindung zu setzen. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:27:00;POL-F: 100130 - 140 Innenstadt: Brandstiftung an Bürogebäude;"https://www.presseportal.de/blaulicht/pm/4970/1553529
";False;2010
 Drei männliche Täter versuchten am Sonntagmorgen in ein Kiosk im Grüneburgweg einzubrechen. Ein Täter konnte auf der  Flucht durch Beamte des dritten Polizeireviers festgenommen werden.    Als die Beamten gegen 02.05 Uhr an dem Kiosk im Grüneburgweg  eintrafen, hatten die drei Täter bereits Zigarettenschachteln zum  Abtransport in Müllsäcke verpackt. Als die Einbrecher die Polizisten  entdeckten flüchteten sie sofort, ein Täter konnte allerdings durch  die Beamten festgenommen werden.    Der Festgenommen verweigerte alle Angaben zur Person und zu seinen flüchtenden Mittätern, er wurde in das Gewahrsam der Polizei  eingeliefert. Die Ermittlungen dauern an. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:26:00;POL-F: 100130 - 139 Westend: Täter nach Einbruch in Kiosk festgenommen;"https://www.presseportal.de/blaulicht/pm/4970/1553528
";False;2010
 Ein 53- Jähriger wurde am Samstagabend Opfer  eines sogenannten Entreißediebstahls. Zwei unbekannte Täter hatten  ihm 200 Euro Bargeld im Schwarzerlenweg entrissen und waren  anschließend geflüchtet.    Das alkoholisierte Opfer hatte an einem Geldautomaten den  Bargeldbetrag abgehoben. Als er sich umdrehte, standen plötzlich zwei männliche Jugendliche vor ihm und entrissen ihm wortlos das Bargeld.  Anschließend flüchteten die beiden ca. 15 Jahre alten Täter auf der  Waldschulstraße in Richtung Norden.    Als der Geschädigte daraufhin um Hilfe rief, erkannten drei  jugendliche Zeugen die Situation und verfolgten die beiden Täter.  Nachdem die engagierten Zeugen die flüchtenden Täter bis in die   Straße Am Mühlgewann verfolgen konnten, verloren sie im Bereich der  Georg- August- Zinn Schule die Täter aus den Augen.    Fahndungsmaßnahmen der Polizei führten bislang nicht zum Erfolg,  die Kriminalpolizei hat die Ermittlungen aufgenommen. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:25:00;POL-F: 100130 - 138 Griesheim: Unbekannte erbeuten 200 Euro durch Entreißediebstahl;"https://www.presseportal.de/blaulicht/pm/4970/1553527
";False;2010
 Ein Beamter des zweiten Polizeireviers wurde am  Samstagabend verletzt, als er zusammen mit einem weiteren Beamten  einen Unfall aufnahm.    Die beiden Beamten waren gegen 23.05 Uhr zu einem Verkehrsunfall  in die Günthersburgallee entsandt worden und gewährleisteten den  Personalienaustausch der Beteiligten. Der 43- jährige Fahrer eines Taxis verlor auf der eisglatten Fahrbahn die Kontrolle über sein Fahrzeug und erfasste den Beamten. Der Beamte wurde leicht verletzt und musste mit Prellungen zur ambulanten  Versorgung in ein Krankenhaus transportiert werden. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:24:00;POL-F: 100130 - 137 Nordend: Polizeibeamter bei Unfallaufnahme verletzt;"https://www.presseportal.de/blaulicht/pm/4970/1553526
";False;2010
" Insgesamt 16 Personen wurden während des  Bundesligaspiels zwischen Eintracht Frankfurt und dem 1. FC Köln  festgenommen.    Der größte Teil der Personen wurde festgenommen( 12 Personen),  nachdem zwei rivalisierende Fangruppen der jeweiligen Mannschaften im Bereich des Parkplatzes P 9 an der Mörfelder Landstraße aufeinander  trafen. Zirka 15 vermeintliche Fußballfans des 1. FC Köln wurden von  ca. 20 Anhängern der Frankfurter Eintracht attackiert und es  entwickelte sich sofort eine Schlägerei aller Beteiligter in ""Kick-  Box- Manier"". Beim Eintreffen der Einsatzkräfte flüchteten die  Personen sofort in verschieden Richtungen, es gelang den Beamten aber insgesamt 12 Personen festzunehmen. Bei der Durchsuchung der  teilweise mit Stadionverbot belegten und teilweise als Gewalttäter  Sport bekannten Personen, stellten die Beamten zusätzlich noch  geringe Mengen Betäubungsmittel, mit Quarz gefüllte Handschuhe  (Verstoß Waffen Gesetz) und pyrotechnische Gegenstände sicher. Alle  12 Personen wurden bis zum Spielende auf richterliche Anordnung in  Gewahrsam gehalten.    Zwei weitere Festnahmen erfolgten anlässlich der  Eingangskontrollen (zweimal Verstoß Waffengesetz, einmal Verstoß  Betäubungsmittel Gesetz). Eine Persson wurde festgenommen, als ca. 50 Anhänger des 1. FC Köln versuchten die Einlasskontrollen am  Gästeblock zu überrennen, um unkontrolliert in den Block zu gelangen.    Bereits im Vorfeld war es auf der Anfahrt der Gästefans zu  Sachbeschädigungen an einem Zug der Deutschen Bahn gekommen. (Alexander Löhr, 069/ 755- 82117) ";2010-01-31 13:24:00;POL-F: 100131 - 136 Commerzbankarena: Festnahmen während des Bundesligaspiels;"https://www.presseportal.de/blaulicht/pm/4970/1553525
";False;2010
 Ein 43- jähriger Mitarbeiter der  Autobahnmeisterei wurde am Freitagabend verletzt, als er ein  Streufahrzeug mit Salz beladen wollte.    Gegen 23.00 Uhr hatte der Verletzte ein Förderband bedient, um ein Streufahrzeug mit Salz zu beladen. Vermutlich aus Unachtsamkeit  geriet der Mann mit dem Unterschenkel in das Förderband. Es gelang  ihm umgehend den Not- Aus Schalter zu betätigen und den Fahrer des  Streufahrzeugs zu verständigen. Da das Bein des Arbeiters trotzdem  noch im Förderband eingeklemmt war, wurde die Feuerwehr verständigt.  Diese musste den Verletzten mit einer Rettungsschere aus seiner  misslichen Lage befreien. Der 43- Jährige erlitt einen  Schienbeinbruch und musste stationär in ein Krankenhaus eingeliefert  werden. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:23:00;POL-F: 100131 - 135 Bundesautobahn (BAB) 5: Arbeitsunfall beim Beladen eines Streufahrzeugs;"https://www.presseportal.de/blaulicht/pm/4970/1553524
";False;2010
 Weil ein 54- Jähriger einem anderen Gast in  einer Bar eine Handgranatenattrappe vorzeigte, musste die Polizei  Frankfurt mit einem Großaufgebot in der Kaiserstraße vorstellig  werden.    Der Wohnsitzlose hatte gegen 14.16 Uhr am gestrigen Samstag einem  anderen Gast in einer Bar in der Elbestraße eine Handgranatenattrappe gezeigt. Der andere Gast verließ daraufhin die Bar und verständigte  die Polizei, worauf mehrere Streifenwagen, der Rettungsdienst und ein Spezialeinsatzkommando alarmiert wurden, um eine Gefahr für die  Bevölkerung auszuschließen.    Der 54- Jährige verließ kurze Zeit später die Bar in der  Elbestraße und lief zu Fuß in einen Dönerladen in der Kaiserstraße.  Dort wurde der Mann zuerst observiert, bevor es Beamten des  Sonderkommandos Nord gelang, den Mann in einem günstigen Moment  festzunehmen. Nachdem der Dönerladen geräumt wurde, konnte ein  Sprengstoffsachverständiger den Gegenstand nach kurzer Begutachtung  als Kunststoffattrappe klassifizieren.    Der polizeibekannte 54- Jährige wurde im Anschluss an die  polizeilichen Maßnahmen entlassen. Der Bereich rund um den Dönerladen auf der Kaiserstraße musste während des Einsatzes für den Fuß- und  Fahrzeugverkehr gesperrt werden. (Alexander Löhr, 069/ 755- 82117) ;2010-01-31 13:21:00;POL-F: 100131 - 134 Bahnhofsviertel: Barbesucher zeigt Handgranatenattrappe;"https://www.presseportal.de/blaulicht/pm/4970/1553523
";False;2010
" Etwa 1.500 Personen beteiligten sich heute an  einer Demonstration zum Thema ""Bildungsstreik"". Ausgehend vom Campus Bockenheim setzte sich der Zug gegen 15.00 Uhr  in Bewegung. Die Teilnehmer veranstalteten zwei Zwischenkundgebungen  am Roßmarkt sowie in der Bremer Straße. Durch den Veranstalter wurde  die Demonstration gegen 18.30 für beendet erklärt, nachdem der Zug  wieder auf dem Bockenheimer Campus angelangt war. Durch sorgfältig  geplante Polizeitaktik konnten Gewaltaktionen von Beginn an  verhindert werden. Allein einige Würfe mit Pyrotechnik konnten  festgestellt werden. Das Heranführen starker Polizeikräfte hat aber  weitere Verstöße gegen das Versammlungsgesetzt unterbunden.  Sachschäden sind  nicht bekannt geworden. Eine Polizeibeamtin wurde  durch einen Tritt in den Unterleib verletzt. (Manfred Füllhardt, 069-75582116) ";2010-01-30 19:24:00;"POL-F: 100130 - 136 Frankfurt: Nachtrag zur Meldung Nummer 135  -Demonstration zum Thema ""Bildungsstreik""";"https://www.presseportal.de/blaulicht/pm/4970/1553354
";False;2010
" Die für heute angemeldete Demonstration unter  dem Thema ""Bildungsstreik"" hat um 15.00 Uhr begonnen. Ausgehend vom  Campus Bockenheim haben sich bisher mehr als 1.000 Personen dem  Demonstrationszug angeschlossen. Bislang kam es zu keinerlei  Zwischenfällen. Erforderlichenfalls wird nachberichtet. (Manfred Füllhardt, 069-75582116) ";2010-01-30 15:39:00;"POL-F: 100130 - 135 Frankfurt: Demonstration zum Thema ""Bildungsstreik""";"https://www.presseportal.de/blaulicht/pm/4970/1553333
";False;2010
 Am Freitag, den 29. Januar 2010, gegen 23.40  Uhr, betrat ein bislang Unbekannter die Lobby eines Hotels in der  Mainzer Landstraße und bedrohte den 46-jährigen Nachtportier mit  einer Einwegspritze und einem etwa 90 cm langen Kantholz. Er forderte die Herausgabe des Bargeldes, was von dem Portier jedoch  verweigert wurde. Mit der Bemerkung er sei Drogenabhängiger und habe  nichts mehr zu verlieren, begab er sich hinter den Tresen, wo es zu  einer körperlichen Auseinandersetzung mit dem 46-Jährigen kam.  Plötzlich riss der Täter die Zuleitung eines Computerbildschirms ab  und verschwand mit seiner Beute (17 Zoll Monitor) in Richtung Platz  der Republik. Später wurde in einem Hinterhof zur Hohenstaufenstraße  das Kantholz aufgefunden.    Täterbeschreibung:    Etwa 25 Jahre alt und ca. 175 cm groß. Vermutlich Marokkaner mit  hohlen Wangen. Grau Mütze, graue Jacke und dunkler Schal, dass  Gesicht mit einem Tuch verhüllt. Vermutlich Drogenabhängiger. (Manfred Füllhardt, 069-75582116) ;2010-01-30 12:55:00;POL-F: 100130 - 134 Frankfurt-Gallusviertel: Raub in Hotel;"https://www.presseportal.de/blaulicht/pm/4970/1553315
";False;2010
