Hauptartikel;Timestamp;Ueberschrift;Link;Old;Year
 (sky) Vermutlich kommt Brandstiftung als Ursache für einen Pkw-Brand in Frage, der am Samstagmorgen gegen 04.10 Uhr in der Jaspertstraße durch Anwohner bemerkt und anschließend der Feuerwehr sowie der Polizei gemeldet wurde. Bei Eintreffen der Rettungskräfte stand der Pkw, ein Pkw Fiat älteren Baujahres, bereits vollkommen in Flammen und brannte total aus. Durch die Hitzeentwicklung wurde ein daneben abgestelltes Fahrzeug, ein Opel Corsa, ebenfalls in Mitleidenschaft gezogen. Da die derzeitigen Besitz- und Halterverhältnisse zu dem vermutlich in Brand gesteckten Pkw vor Ort nicht abschließend geklärt werden konnten, wurde das Fahrzeug bis zum Abschluss der kriminalpolizeilichen Ermittlungen sichergestellt. Der Gesamtschaden beläuft sich insgesamt auf eine Summe von mehreren hundert Euro.  ;2016-01-31 12:44:00;POL-F: 160131 - 92 Frankfurt-Preungesheim: Pkw steht in Flammen;"https://www.presseportal.de/blaulicht/pm/4970/3239068
";False;2016
 (sky) Am frühen Samstagmorgen kam es um 01.40 Uhr zu einem folgenschweren Unfall auf der Mainzer Landstraße in Griesheim (B40), bei dem sich ein Insasse des alleine an dem Unfall beteiligten Fahrzeuges schwere Verletzungen zuzog. Nach Angaben anderer Verkehrsteilnehmer soll das Unfallfahrzeug, ein Pkw der Marke VW, zunächst mit deutlich überhöhter Geschwindigkeit auf der Mainzer Landstraße in Richtung Höchst unterwegs gewesen sein. Im Anschluss missachtete der Fahrzeugführer eine Rotlicht zeigende Ampel, kam nach rechts von der Fahrbahn ab stieß gegen eine Bordsteinkante und der VW Golf Kombi geriet ins Schleudern. Der Pkw überschlug sich daraufhin und kam im Bereich einer Böschung auf dem Dach zum Liegen. Anschließend sollen sich zwei männliche Personen aus dem Unfallfahrzeug selbst befreit und anschließend neben dem Unfallwrack gestanden haben. Bei Eintreffen der Polizei konnte allerdings nur noch ein stark alkoholisierter 31 Jahre alter Mann angetroffen werden, der auf Grund seiner blutenden Kopfverletzung als Unfallbeteiligter zu erkennen war. Eine Atemalkoholkontrolle ergab einen Wert von mehr als 3,3 Promille. Der Mann wurde durch Rettungskräfte in ein naheliegendes Krankenhaus eingeliefert. Die vermeintlich zweite Person, bei der es sich ebenfalls um einen Mann gehandelt haben soll, hatte sich von der Unfallstelle entfernt und konnte nicht mehr angetroffen oder aufgefunden werden. Ob es sich bei dem 31-Jährigen um den verantwortlichen Fahrer des total beschädigten VW Golf Kombi oder nur um einen Insassen des Pkw handelt, bedarf der weiteren Ermittlungen zum Unfallgeschehen.  ;2016-01-31 12:43:00;POL-F: 160131 - 91 Frankfurt-Griesheim: Bei Verkehrsunfall schwer verletzt;"https://www.presseportal.de/blaulicht/pm/4970/3239067
";False;2016
" ts) Für einen Taxifahrer begann der Tag um 07.00 Uhr mit einem Schrecken. Der  53 Jahre alte Mann wurde zunächst durch eine 5-köpfige Gruppe angesprochen und von drei Personen der Gruppe in ein Gespräch verwickelt. Unbemerkt ""seilten"" sich zwei Männer ab und klauten die Geldbörse aus dem Fahrgastraum des Taxis. Noch während des Gesprächs bemerkte der Taxifahrer das Fehlen des Portmonees und sprach die noch immer am Taxi stehenden Personen auf ihre ""Freunde"" an. Das Trio gab an, die Männer nicht gekannt zu haben und habe sich lediglich ein Taxi mit den Herren teilen wollen. Ohne ihre Personalien zu hinterlassen, verließ das Trio den Ort des Geschehens mit einem anderen Taxi.  ";2016-01-29 13:03:00;POL-F: 160129 - 90 Frankfurt-Innenstadt: Trickdiebe entwenden Taxifahrer Geldbeutel;"https://www.presseportal.de/blaulicht/pm/4970/3238154
";False;2016
 (ts) Am Freitagmorgen, um 02.25 Uhr, wurde ein Hotel in der Europa-Allee überfallen. Überrascht wurde ein Hotelangestellter am frühen Morgen von zwei Tätern, die mit Gewalt die Schiebetür des Hotels aufdrückten. Die maskierten Männer  betraten die Lobby und bedrohten den  Hotelangestellten mit einem Messer. Einer der beiden Täter entnahm sodann das Bargeld aus der Hotelkasse. Den Hotelangestellten drängten sie in einen Büroraum, klauten dessen Handy und sprühte ihn mit Pfefferspray ein. Beide Räuber flüchteten mit ihrer Beute in unbekannte Richtung. Ein Täter war mit schwarzem Kapuzenpulli der Marke FILA, einer ockerfarbenen Cargohose mit aufgesetzten Seitentaschen und schwarzen Handschuhen bekleidet. Außerdem trug er weiß-rote Adidas-Turnschuhe mit blauen Streifen. Maskiert war er mit einer Maske mit goldfarbenem Gesichtsmotiv. Der zweite Räuber trug bei Tatausführung ebenfalls einen schwarzen Kapuzenpullover, eine schwarze Nike-Trainingshose mit weißen Streifen am Hosenbein, schwarze Turnschuhe mit weißer Sohle und schwarzen Handschuhen. Ein ähnlicher gelagerter Überfall ereignete sich bereits am Dienstagmorgen in einem Hotel in der Leonardo-da-Vinci-Allee. Ob ein Tatzusammenhang besteht, wird derzeit geprüft.  ;2016-01-29 13:02:00;POL-F: 150129- 89 Frankfurt: Hotelüberfall im Gallus;"https://www.presseportal.de/blaulicht/pm/4970/3238152
";False;2016
" ""Polizeiliche Kriminalstatistik 2015 des Polizeipräsidiums Frankfurt am Main"" Polizeipräsident Gerhard Bereswill wird am Donnerstag, dem 04. Februar 2016, um 11.00 Uhr, im Medienzentrum  des Polizeipräsidiums Adickesallee 70, 60322 Frankfurt am Main, die Polizeiliche Kriminalstatistik 2015 für den Zuständigkeitsbereich des Polizeipräsidiums Frankfurt am Main vorstellen und erläutern. Zu dieser Veranstaltung sind alle Medienvertreter herzlich eingeladen. Hinweis: Im Bereich des Eingangs Süd an der Adickesallee stehen nur begrenzt Besucherparkplätze zur Verfügung. Es wird empfohlen, öffentliche Verkehrsmittel bis Haltestelle ""Miquelallee / Polizeipräsidium "" zu nutzen.  ";2016-01-29 12:57:00;POL-F: 160129 - 88 Frankfurt-Polizeipräsidium:  Einladung zur Pressekonferenz - PKS 2015;"https://www.presseportal.de/blaulicht/pm/4970/3238126
";False;2016
 (fue) Auch in der kommenden Woche werden im Frankfurter Stadtgebiet Geschwindigkeitsmessungen durchgeführt. Die Messgeräte stehen im Bereich folgender Örtlichkeiten: 01. Februar 2016 Hugo-Eckener-Ring, BAB A661 Fahrtrichtung Autobahnkreuz Offenbach, Ludwig-Landmann-Straße, Züricher Straße, Bundesstraße B43 Anschlussstelle BAB A3, Autobahnkreuz Frankfurt BAB A5/BAB A3 02. Februar 2016  Hanauer Landstraße, BAB A66 Richtung Autobahnkreuz Nordwest, Autobahnkreuz Frankfurt BAB A5/BAB A3, Mörfelder Landstraße, Gerbermühlstraße, BAB A661 Fahrtrichtung Autobahnkreuz Bad Homburg 03. Februar 2016 Hugo-Eckener-Ring, Züricher Straße, Hanauer Landstraße, Autobahnkreuz Frankfurt BAB A5/BAB A3, Mainzer Landstraße, Gerbermühlstraße 04. Februar 2016 BAB A66 Richtung Autobahnkreuz Nordwest, Bundesstraße B43 Anschlussstelle BAB A3, Mainzer Landstraße, Ludwig-Landmann-Straße, Mörfelder Landstraße, Autobahnkreuz Frankfurt BAB A5/BAB A3 05. Februar 2016 Züricher Straße, Mainzer Landstraße, BAB A661 Fahrtrichtung Autobahnkreuz Bad Homburg, BAB A661 Fahrtrichtung Autobahnkreuz Offenbach, Gerbermühlstraße, Hugo-Eckener-Ring Die Geschwindigkeitsmessungen werden fortgesetzt.  ;2016-01-28 14:03:00;POL-F: 160128 - 87 Frankfurt-Stadtgebiet: Geschwindigkeitsmessungen;"https://www.presseportal.de/blaulicht/pm/4970/3237171
";False;2016
" (fue) Am Mittwoch, den 27. Januar 2016, gegen 11.15 Uhr, klingelte das Telefon in der Wohnung einer 78-jährigen Frankfurterin in der Heddernheimer Landstraße. Am Telefon meldete sich ein angeblicher ""Dr. Metz"". Dieser teilte der erschrockenen Frau dann mit, dass ihr Sohn einen schweren Verkehrsunfall gehabt habe und nun mit einem Lungenriss in einer Frankfurter Klinik läge. Er benötige eine dringende Operation, welche 26.000 EUR kosten würde. Da die Krankenkasse nur die Hälfte des Betrages zahle, solle sie die restlichen 13.000 EUR übernehmen. Abschließend teilte ihr ""Dr. Metz"" noch mit, dass er eine Sekretärin vorbeischicken würde, die das Geld abholen solle. Die Geschädigte informierte ihren Lebensgefährten über die Umstände. Dieser wurde sofort misstrauisch und machte sich auf den Weg in die Heddernheimer Landstraße. Gleichzeitig begab sich die 78-Jährige zu ihrer Bank, um dort die geforderte Summe abzuheben. Der Bankangestellte wurde jedoch ebenfalls misstrauisch und zahlte das Geld nicht aus. Vielmehr ging er mit der Geschädigten zu deren Wohnung, verständigte von dort die Polizei und wartete auf das Eintreffen der Abholerin. Gemeinsam mit dem mittlerweile ebenfalls anwesenden Lebensgefährten wartete er im Innenhof des Hauses auf die ""Sekretärin"". Als diese dann eintraf wurde sie von den beiden Männern bis zum Eintreffen der Polizei festgehalten. Bei ihr handelt es sich um eine 24-jährige Frankfurterin. Diese gab an, von einem unbekannten Mann angesprochen worden zu sein. Dieser versprach ihr einen geringen Anteil an dem Geld, sollte sie dieses abholen. Ihren Auftraggeber solle sie dann an der U-Bahnstation Heddernheim zur Übergabe treffen. Die genannte Örtlichkeit wurde entsprechend observiert, jedoch ließ sich der angebliche Auftraggeber dort nicht blicken. Die Ermittlungen in der Sache dauern an.  ";2016-01-28 14:02:00;POL-F: 160128 - 86 Frankfurt-Heddernheim: Versuchter Trickbetrug;"https://www.presseportal.de/blaulicht/pm/4970/3237167
";False;2016
 (fue) Am Sonntag, den 20. Dezember 2015, gegen 04.30 Uhr, war ein 32-jähriger Frankfurter zu Fuß in der Hafenstraße unterwegs. Dort wurde er unter Vorhalt eines Messers von zwei bislang unbekannt gebliebenen Tätern aufgefordert, seinen Mantel auszuziehen. In dem Mantel befanden sich das Handy sowie die Brieftasche des Geschädigten. In der Brieftasche befanden sich neben rund 70 EUR Bargeld auch noch die Kreditkarten des Mannes. In der Folge versuchten die Täter in einer Bank in Frankfurt sowie zweimal in verschiedenen Banken in Rüsselsheim die Karte entsprechend einzusetzen, scheiterten jedoch. Von der Überwachungskamera einer der Rüsselsheimer  Banken konnten die beigefügten Aufnahmen gefertigt werden. Sie zeigen die beiden Tatverdächtigen bei dem Versuch der Geldabhebung. Die Frankfurter Polizei bittet Personen, die sachdienliche Hinweise zur Identität der beiden Männer geben können, sich mit dem Kriminaldauerdienst unter der Rufnummer 069-75553111 bzw. jeder anderen Polizeidienststelle in Verbindung zu setzen.  ;2016-01-27 17:15:00;POL-F: 160127 - 85 Frankfurt-Gutleutviertel: Schwere räuberische Erpressung;"https://www.presseportal.de/blaulicht/pm/4970/3236391
";False;2016
" (re) Bei einem Streit zwischen zwei Männern im ehemaligen ""Neckermann""-Gebäude in der Hanauer Landstraße wurden heute um 11.10 Uhr beide Kontrahenten leicht verletzt. Die jeweils 32 Jahre alten Männer aus Afghanistan und dem Iran gerieten aus bislang unbekanntem Grund in einem Schlafraum im 5. Obergeschoss aneinander und es kam zu Handgreiflichkeiten, bei denen einer eine Platzwunde am Kopf, der andere eine leichte Verletzung an der Hand erlitt. Beide Männer wurden ambulant im Krankenhaus behandelt. Da der Sachverhalt und damit die Größenordnung der Schlägerei zunächst unklar waren, fuhren mehrere Einsatzfahrzeuge von Stadtpolizei und Landespolizei zum Tatort. Diese konnten aber schnell wieder abbrechen, da sich die Situation bereits beruhigt hatte.  ";2016-01-27 14:14:00;POL-F: 160127 - 84 Frankfurt-Fechenheim: Streit zwischen zwei Männern in Flüchtlingsunterkunft;"https://www.presseportal.de/blaulicht/pm/4970/3236139
";False;2016
" (fue) Am Dienstag, den 26. Januar 2016, gegen 12.30 Uhr, befand sich eine 40-jährige Frankfurterin in ihrer Wohnung in der Lange Straße. Plötzlich hörte die Frau Geräusche an der Wohnungstür und ging diesen nach. Dabei ""störte"" sie offensichtlich einen Wohnungseinbrecher, der gerade dabei war, die Tür zu öffnen. Als er von der 40-Jährigen überrascht wurde, flüchtete der Mann. Er wird beschrieben als 50-60 Jahre alt, 180-185 cm groß und von westeuropäischem  Erscheinungsbild. Sehr schlank, ungepflegte, dunkelblonde Haare, grau meliert, hatte Schnurbart der bis zum Kinn reichte und trug eine dunkle Jacke und eine weite Hose.  ";2016-01-27 13:31:00;POL-F: 160127 - 83 Frankfurt-Innenstadt: Versuchter Wohnungseinbruch;"https://www.presseportal.de/blaulicht/pm/4970/3236070
";False;2016
