Hauptartikel;Timestamp;Ueberschrift;Link;Old;Year
" (em) Gestern Nachmittag (29.01.2019) hat ein Unbekannter eine Kiosk-Mitarbeiterin mit dem Messer bedroht, um Geld zu erbeuten. Die Kriminalpolizei sucht nun Zeugen. Gegen 15.00 Uhr betrat der maskierte Täter in der Rhönstraße den Kiosk. Er bedrohte mit einem Messer die 45-jährige Mitarbeiterin und forderte die Herausgabe von Bargeld. Die 45-Jährige war gerade am Telefonieren und rief laut ""Polizei"" in den Hörer. Dies schreckte den Unbekannten ab, so dass dieser sofort die Flucht ergriff und in Richtung Auerswaldstraße lief. Der Täter kann wie folgt beschrieben werden: männlich, circa 165 - 170 cm groß, schmale Statur, circa 30 Jahre alt, dunkle Augen und bekleidet mit einer schwarzen Maske, einer schwarzen Mütze, einer schwarzen hüftlangen Jacke, einer schwarzen/dunklen Hose sowie schwarzen Halbfinger-Handschuhen. Wer kann Angaben zu dem Vorfall und/oder dem Täter machen? Sachdienliche Hinweise nimmt die Frankfurter Kriminalpolizei unter der Telefonnummer 069/755-51299 entgegen.  ";2019-01-30 14:21:00;POL-F: 190130 - 116 Frankfurt-Ostend: Maskierter Mann versucht Kiosk auszurauben - Zeugen gesucht;"https://www.presseportal.de/blaulicht/pm/4970/4180103
";False;2019
 (ka) Am frühen Dienstagnachmittag nahmen Polizisten einen 31-Jährigen fest, der sich zuvor mit einer Waffe an dem Fenster seiner Wohnung in der Untere Rützelstraße gezeigt hatte. Zeugen meldeten der Polizei, gegen 13.30 Uhr, dass ein Mann an dem Fenster seiner Wohnung mit einer Waffe hantiere. Die herbeigeeilten Beamten nahmen den 31-Jährigen fest und fanden bei der anschließenden Durchsuchung seiner Wohnung ein Federdruckgewehr, welches über kein Magazin und keine Munition verfügte. Bei der Suche nach der Waffe fanden die Polizeibeamte noch etwa ein Gramm Kokain und über 12 Gramm Haschisch. Der 31-Jährige musste zur Ausnüchterung in polizeiliches Gewahrsam genommen werden. Die Ermittlungen gegen ihn wurden aufgenommen.  ;2019-01-30 11:27:00;POL-F: 190130 - 115 Frankfurt-Griesheim: 31-Jähriger hantiert mit Luftdruckwaffe;"https://www.presseportal.de/blaulicht/pm/4970/4179770
";False;2019
 (ka) Heute Vormittag fing ein Taxi auf der Kennedyallee während der Fahrt an zu brennen. Der Fahrer blieb glücklicherweise unverletzt. Gegen 11.00 Uhr war der Taxifahrer auf der Kennedyallee, Ecke Rubensstraße unterwegs, als plötzlich Rauch aus dem Motorraum hervorstieg und das Auto anfing zu brennen. Der Fahrer hielt sofort an, verließ den Mercedes und verständigte Polizei und Feuerwehr, welcher es gelang die Flammen zu löschen. Der Sachschaden kann aktuell nicht beziffert werden. Die Straße musste für die Löscharbeiten zeitweise komplett gesperrt werden. Gegen 12.15 Uhr wurden die Fahrbahnen wieder für den Verkehr freigegeben. Die Ermittlungen bezüglich der Brandursache wurden aufgenommen. Nach ersten Erkenntnissen könnte ein technischer Defekt brandursächlich gewesen sein.  ;2019-01-29 13:21:00;POL-F: 190129 - 114 Frankfurt-Sachsenhausen: Taxi fängt Feuer;"https://www.presseportal.de/blaulicht/pm/4970/4178963
";False;2019
 (ka) Heute Vormittag kam ein Bus, aus bislang unbekannten Gründen, auf der Saalburgstraße von der Fahrbahn ab und fuhr gegen einen Baum. Zwei Businsassen zogen sich leichte Verletzungen zu. Der Bus war gegen 10.30 Uhr auf der Saalburgstraße in Richtung Burgstraße unterwegs, als er auf Höhe der Hausnummer 40 von der Fahrbahn abkam und gegen einen Baum krachte. Durch den Zusammenstoß wurden zwei Insassen leicht verletzt. Ein Ast des Baumes fiel auf den Bus und beschädigten diesen. Der Baum wurde ebenfalls stark beschädigt, wird aber aktuell von einem anderen Baum gestützt, sodass er nicht droht komplett auf die Fahrbahn zu fallen. Ein am Straßenrand geparkter Pkw wurde ebenfalls durch den Unfall beschädigt. Der entstandene Sachschaden kann aktuell noch nicht abgeschätzt werden. Die Unfallstelle ist aktuell für den Verkehr gesperrt. Auf der Gegenfahrbahn, in Richtung Ostpark, kann der Verkehr ungehindert fließen. Die Unfallursache ist Gegenstand der laufenden Ermittlungen.  ;2019-01-29 13:19:00;POL-F: 190129 - 113 Frankfurt-Bornheim: Unfall mit Linienbus;"https://www.presseportal.de/blaulicht/pm/4970/4178959
";False;2019
 (ka) In der Nacht von Montag auf Dienstag überfiel ein Unbekannter eine Spielhalle in der Hanauer Landstraße. Die Polizei sucht Zeugen, die Hinweise zu dem Täter geben können. Gegen 00.50 Uhr betrat der maskierte Mann die Spielothek und ging zu einem Mitarbeiter. Diesen bedrohte er mit einer augenscheinlichen Schusswaffe und forderte Bargeld. Der Angestellte öffnete daraufhin die Kasse und der Räuber nahm das Geld heraus. Wieviel Geld der Tatverdächtige erbeuten konnte, ist Gegenstand der laufenden Ermittlungen. Der Räuber flüchtete mit seiner Beute über die Hanauer Landstraße in Richtung Schwedlerstraße. Er kann folgendermaßen beschrieben werden: männlich, etwa 180 cm groß, bekleidet mit einem schwarzen Oberteil mit Kapuze, einer schwarzen Jogginghose und schwarz-weißen Laufschuhen. Er habe eine schwarze Maskierung mit roten Farbelementen getragen. Hinweise nimmt die Polizei unter der Telefonnummer 069/755-51299 entgegen.  ;2019-01-29 11:58:00;POL-F: 190129 - 112 Frankfurt-Ostend: Spielhalle überfallen - Zeugen gesucht!;"https://www.presseportal.de/blaulicht/pm/4970/4178801
";False;2019
 (em) In der Nacht von Sonntag (27.01.2019) auf Montag (28.01.2019) haben Unbekannte in Bergen-Enkheim insgesamt vier Pkw aufgebrochen und aus diesen Wertgegenstände entwendet. Etwa in dem Zeitraum von 19.00 Uhr bis 06.00 Uhr dürften der oder die Täter agiert haben. In der Straße Landgraben wurde aus einem Opel Astra Bargeld im zweistelligen Bereich entwendet. Im Nordring wurde bei einem Opel Zafira zwar eine der Scheiben eingeschlagen, jedoch glücklicherweise nichts gestohlen. Im Klingenweg wurden aus zwei VW die Geldbörsen sowie Ausweise entwendet. In allen Fällen wurde eine Scheibe eingeschlagen, um so in das Innere des Fahrzeuges zu gelangen und dieses gezielt nach Wertgegenständen zu durchsuchen. Die Frankfurter Polizei sucht nun Zeugen. Wer hat in der Nacht von Sonntag auf Montag in den genannten Straßen Beobachtungen gemacht? Sachdienliche Hinweise nimmt die Frankfurter Kriminalpolizei unter der Telefonnummer 069/755-52199 entgegen. Die Ermittlungen dauern an. Die Polizei rät: Lassen Sie keine Wertsachen (sichtbar) im Fahrzeug liegen!  ;2019-01-29 11:55:00;POL-F: 190129 - 111 Frankfurt-Bergen-Enkheim: Wertgegenstände aus Pkw gestohlen;"https://www.presseportal.de/blaulicht/pm/4970/4178798
";False;2019
 (em) Gestern Abend (28.01.2019) haben zwei Unbekannte versucht einen 58-jährigen Mann auszurauben. Dieser erlitt durch die Tat leichte Verletzungen. Gegen 20.50 Uhr war der 58-jährige Mann zu Fuß unterwegs. Als er in die Straße Am Niddablick in Richtung Zum Höhenblick einbog, nahm er Schritte hinter sich wahr. Plötzlich stand ein junger Mann vor ihm und forderte ihn dazu auf, Geld herauszugeben. Als der 58-Jährige dieser Aufforderung nicht nachkam, versuchte ein zweiter Täter ihn von hinten zu Fall zu bringen. Als dies nicht klappte, schlug der erste Täter ihm mit der Faust ins Gesicht. Dadurch fiel der 58-Jährige zu Boden. Er stand jedoch sofort wieder auf und ergriff die Flucht. Dabei rief er laut um Hilfe. Dies führte dazu, dass die beiden Täter von ihm abließen und ebenfalls flohen. Das Opfer hat sich leicht verletzt. Trotz sofort eingeleiteter umfangreicher Fahndungsmaßnehmen konnten die Täter nicht ausfindig gemacht werden. Einer der Täter wurde als männlich, etwa 170 cm groß und circa 16 bis 18 Jahre alt beschrieben. Er soll eine schlanke Statur sowie dunkle kurze, glatte Haare haben. Sein Erscheinungsbild sei südländisch gewesen. Er habe Deutsch mit einem Akzent gesprochen und sei dunkel gekleidet gewesen. Zu dem zweiten Täter liegt keine nähere Beschreibung vor. Die Frankfurter Kriminalpolizei bittet Zeugen, welche Angaben zu dem Vorfall und/oder den Tätern machen können, sich mit sachdienlichen Hinweisen unter der Telefonnummer 069/755-51499 zu melden. Die Ermittlungen dauern an.  ;2019-01-29 11:51:00;POL-F: 190129 - 110 Frankfurt-Ginnheim: Versuchter Raub;"https://www.presseportal.de/blaulicht/pm/4970/4178786
";False;2019
" (em) Am vergangenen Freitag (25.01.2019) hat die Kontrolleinheit  Auto-Poser, Raser und Tuner (KART) erneut umfangreiche Kontrollen  durchgeführt. Dabei haben die Beamten zahlreiche Verstöße  festgestellt. Ein Hummer H2 geriet im Verlauf der umfangreichen Maßnahmen in den  Fokus der Polizisten. Wie sich herausstellen sollte, zurecht: Das  Fahrzeug war technisch verändert. Die Beamten maßen eine Lautstärke  von 98 dB. Damit war der Hummer ganze 10 dB lauter, als erlaubt. (Zur Verdeutlichung: 100 dB beträgt in etwa die Lautstärke, wenn man in  einer Diskothek 1 Meter von einem Lautsprecher entfernt steht.) Das  Fahrzeug wurde sichergestellt und wird zeitnah durch einen  Sachverständigen begutachtet. Ein anderer Autofahrer fiel auf, da er ohne Versicherung und mit  einem Fahrzeug, welches über keine Zulassung verfügte, in der Stadt  unterwegs war. Doch nicht nur an der Zulassung und der Versicherung  mangelte es: Der Mann war zudem ohne Fahrerlaubnis unterwegs. Mit in  dem Fahrzeug saß seine Familie. Insgesamt wurden 3 Strafanzeigen aufgenommen sowie 1 Fahrzeug  sichergestellt. In 8 Fällen ist die Betriebserlaubnis erloschen. In 4 Fällen wurde das Verursachen unnötigen Lärms geahndet. Zudem wurden  in 11 Fällen Mängelanzeigen aufgenommen. Immer wieder fallen Autofahrer mit zu lauten Fahrzeugen, durch das  Verursachen unnötigen Lärms, technisch unzulässigen Veränderungen an  ihren Fahrzeugen und damit auch häufig verkehrsunsicheren Autos auf.  Daher wird KART auch in Zukunft umfangreiche Kontrollen durchführen  und konsequent Verstöße ahnden; für die Sicherheit im Straßenverkehr.  ";2019-01-28 15:53:00;POL-F: 190128 - 109 Frankfurt: KART führt umfangreiche Kontrollen durch;"https://www.presseportal.de/blaulicht/pm/4970/4178094
";False;2019
 (ka) Am frühen Freitagabend überfiel ein Unbekannter einen Kiosk in der Antoninusstraße und flüchtete anschließend mit seiner Beute. Gegen 17.15 Uhr betrat der Räuber den Kiosk, ging direkt auf den Kassierer zu, zog ein Messer und forderte Bargeld. Der Mitarbeiter öffnete daraufhin die Kasse und der Unbekannte entnahm daraus mehrere hundert Euro. Anschließend forderte er noch ein Päckchen Zigaretten und flüchtete damit über die Antoninusstraße in Richtung Heddernheimer Landstraße. Der Tatverdächtige kann folgendermaßen beschrieben werden: männlich, 30 bis 35 Jahre alt, osteuropäisches Erscheinungsbild, etwa 185 cm groß, schlanke Statur, bekleidet mit einem schwarzen Jogginganzug, maskiert mit einer schwarzen Sturmhaube (Gesicht teilweise ausgespart), sprach gebrochenes Deutsch mit leicht osteuropäischen Akzent. Hinweise nimmt die Polizei unter der Telefonnummer 069/755-51299 entgegen.  ;2019-01-28 14:34:00;POL-F: 190128 - 108 Frankfurt-Heddernheim: Kiosk überfallen;"https://www.presseportal.de/blaulicht/pm/4970/4177941
";False;2019
 (ka) Bereits am 24.01.2019 verursachte ein unbekannter Autofahrer einen Unfall auf der A661. Die Polizei sucht Zeugen, die Hinweise zu dem Unfallhergang und dem flüchtigen Autofahrer machen können. Am vergangen Donnerstagmorgen, gegen 07.20 Uhr, fuhr ein 36-Jähriger in seinem Ford Transit auf der A661 in Richtung Egelsbach. Vor ihm war ein heller Pkw unterwegs, der sich kurz vor dem Offenbacher Kreuz auf die Verbindungsfahrbahn in Richtung Köln einordnete. Kurzentschlossen zog er jedoch von der rechten Spur der Verbindungsfahrbahn nach links, über die Sperrfläche, zurück auf die Hauptfahrbahn und schnitt den Ford Transit und ein weiteres Auto. Der 36-jährige Ford-Fahrer musste nach rechts ausweichen und fuhr in die Leitplanke. An dieser und dem Auto entstand ein Sachschaden von etwa 3.000 Euro. Der Unfallverursacher flüchtete von der Unfallstelle. Die Polizei bittet Zeugen, die Hinweise zu dem hellen Pkw, dessen Fahrer und/oder dem Unfallhergang machen können, sich unter der Telefonnummer 069/755-46400 mit der Autobahnpolizei in Verbindung zu setzen.  ;2019-01-28 14:32:00;POL-F: 190128 - 107 Frankfurt-Bundesautobahn 661: Unfallverursacher geflüchtet - Zeugen gesucht!;"https://www.presseportal.de/blaulicht/pm/4970/4177933
";False;2019
